Author,Reference,source_cohort,n_subjects,bmi_mean,age_mean,caloric_test,kcal_test,hormone_name,units,time_min,value,cohort_v10_primary,cohort_v10_sensitivity,surgery_status,weeks_post_surgery,weight_loss_modality,had_t2dm_pre_surgery
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,120,34.2,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,150,31.5,SG,SG,post_surgery,NA,SG,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by sleeve gastrectomy Cohort,12,34.2,54.2,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,180,31.2,SG,SG,post_surgery,NA,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,11,32,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,0,103.8,SG,SG,post_surgery,1y,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,11,32,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,15,104.1,SG,SG,post_surgery,1y,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,11,32,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,30,104.7,SG,SG,post_surgery,1y,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,11,32,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,60,102,SG,SG,post_surgery,1y,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,11,32,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,90,99,SG,SG,post_surgery,1y,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,11,32,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,120,96.6,SG,SG,post_surgery,1y,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,11,32,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,150,96.6,SG,SG,post_surgery,1y,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,11,32,35.2,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,180,96.3,SG,SG,post_surgery,1y,SG,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by  Roux -en- Y Gastric ByPass Cohort,12,31.1,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,0,176.4,RYGBP,RYGBP,post_surgery,1y,RYGB,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by  Roux -en- Y Gastric ByPass Cohort,12,31.1,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,15,162.9,RYGBP,RYGBP,post_surgery,1y,RYGB,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by  Roux -en- Y Gastric ByPass Cohort,12,31.1,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,30,150.3,RYGBP,RYGBP,post_surgery,1y,RYGB,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by  Roux -en- Y Gastric ByPass Cohort,12,31.1,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,60,135.6,RYGBP,RYGBP,post_surgery,1y,RYGB,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by  Roux -en- Y Gastric ByPass Cohort,12,31.1,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,90,140.7,RYGBP,RYGBP,post_surgery,1y,RYGB,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by  Roux -en- Y Gastric ByPass Cohort,12,31.1,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,120,145.5,RYGBP,RYGBP,post_surgery,1y,RYGB,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by  Roux -en- Y Gastric ByPass Cohort,12,31.1,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,150,148.2,RYGBP,RYGBP,post_surgery,1y,RYGB,unknown
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",Obesity after Weight loss at 1 year by  Roux -en- Y Gastric ByPass Cohort,12,31.1,41.4,Liquid Mixed Meal Test,424 Kcal,ghrelin_total,pmol/L,180,151.2,RYGBP,RYGBP,post_surgery,1y,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,0,102.9,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,15,94.5,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,30,85.2,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,60,78.3,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,90,84.3,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,120,91.2,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,150,100.2,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Liquid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,180,108,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,0,102.9,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,15,105,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,30,85.2,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,60,85.8,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,90,92.7,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,120,99.9,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,150,107.1,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Hedbäck 2022,"Hedbäck N, Hindsø M, Bojsen-Møller KN, Linddal AK, Jørgensen NB, Dirksen C, Møller A, Kristiansen VB, Hartmann B, Holst JJ, Svane MS, Madsbad S. Effect of Meal Texture on Postprandial Glucose Excursions and Gut Hormones After Roux-en-Y Gastric Bypass and Sleeve Gastrectomy. Front Nutr. 2022 Apr 29;9:889710. doi: 10.3389/fnut.2022.889710. PMID: 35571890; PMCID: PMC9100791.",Obesity after Weight loss by Roux -en- Y Gastric ByPass Cohort,12,31.9,50.7,Solid Mixed Meal Test,309 Kcal,ghrelin_total,pmol/L,180,113.7,RYGBP,RYGBP,post_surgery,NA,RYGB,unknown
Oliván 2009,"Oliván B, Teixeira J, Bose M, Bawa B, Chang T, Summe H, Lee H, Laferrère B. Effect of weight loss by diet or gastric bypass surgery on peptide YY3-36 levels. Ann Surg. 2009 Jun;249(6):948-53. doi: 10.1097/SLA.0b013e3181a6cdb0. PMID: 19474685; PMCID: PMC2845170.",Obesity plus Type 2 Diabetes Mellitus  before Caloric Restriction Cohort,10,42.8,47.9,Oral Glucose Tolerance Test,200 Kcal,ghrelin_total,pmol/L,0,128.15,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Oliván 2009,"Oliván B, Teixeira J, Bose M, Bawa B, Chang T, Summe H, Lee H, Laferrère B. Effect of weight loss by diet or gastric bypass surgery on peptide YY3-36 levels. Ann Surg. 2009 Jun;249(6):948-53. doi: 10.1097/SLA.0b013e3181a6cdb0. PMID: 19474685; PMCID: PMC2845170.",Obesity plus Type 2 Diabetes Mellitus  before Caloric Restriction Cohort,10,42.8,47.9,Oral Glucose Tolerance Test,200 Kcal,ghrelin_total,pmol/L,15,130.25,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Oliván 2009,"Oliván B, Teixeira J, Bose M, Bawa B, Chang T, Summe H, Lee H, Laferrère B. Effect of weight loss by diet or gastric bypass surgery on peptide YY3-36 levels. Ann Surg. 2009 Jun;249(6):948-53. doi: 10.1097/SLA.0b013e3181a6cdb0. PMID: 19474685; PMCID: PMC2845170.",Obesity plus Type 2 Diabetes Mellitus  before Caloric Restriction Cohort,10,42.8,47.9,Oral Glucose Tolerance Test,200 Kcal,ghrelin_total,pmol/L,30,126.62,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
Oliván 2009,"Oliván B, Teixeira J, Bose M, Bawa B, Chang T, Summe H, Lee H, Laferrère B. Effect of weight loss by diet or gastric bypass surgery on peptide YY3-36 levels. Ann Surg. 2009 Jun;249(6):948-53. doi: 10.1097/SLA.0b013e3181a6cdb0. PMID: 19474685; PMCID: PMC2845170.",Obesity plus Type 2 Diabetes Mellitus  before Caloric Restriction Cohort,10,42.8,47.9,Oral Glucose Tolerance Test,200 Kcal,ghrelin_total,pmol/L,60,126.62,Obesity_T2DM,Obesity_T2DM,pre_surgery,NA,none,TRUE
