study,reference,N,cohort,BMI,BMI_sd,Nfem,age,age_sd,caloric_test,kcal,hormone,time_min,value,cohort_lvl1,cohort_lvl2
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Glucose,30,5.52,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Glucose,60,5.59,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Glucose,90,5.19,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Glucose,120,5.22,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Glucose,150,5.16,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Lean,24.4,2.5,27,54,8,Solid Mixed Meal Test,455,Glucose,180,5.01,Lean,Lean
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL GHRELIN,0,17.02,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL GHRELIN,15,16.7,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL GHRELIN,30,16.47,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL GHRELIN,60,14.74,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL GHRELIN,90,12.24,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL GHRELIN,120,11.73,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL GHRELIN,150,13.43,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL GHRELIN,180,16.82,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GIP,0,8.24,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GIP,15,26.98,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GIP,30,45.73,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GIP,60,65.43,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GIP,90,66.03,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GIP,120,48.6,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GIP,150,31.76,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GIP,180,18.03,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GLP-1,0,5.03,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GLP-1,15,7.95,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GLP-1,30,10.64,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GLP-1,60,11.48,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GLP-1,90,8.32,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GLP-1,120,5.89,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GLP-1,150,4.86,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,ACTIVE GLP-1,180,4.97,T2DM-Obesity,T2DM
Belinova 2014,"Belinova L, Kahleova H, Malinska H, Topolcan O, Vrzalova J, Oliyarnyk O, Kazdova L, Hill M, Pelikanova T. Differential acute postprandial effects of processed meat and isocaloric vegan meals on the gastrointestinal hormone response in subjects suffering from type 2 diabetes and healthy controls: a randomized crossover study. PLoS One. 2014 Sep 15;9(9):e107561. doi: 10.1371/journal.pone.0107561. PMID: 25222490; PMCID: PMC4164634.",50,Obesity plus Type 2 Diabetes Mellitus Cohort,33.3,5.6,27,56,6,Solid Mixed Meal Test,456,TOTAL PYY,0,15.81,T2DM-Obesity,T2DM
